ए	A 
भोनागिरि	bhonagiri
भोन्दे	bhonde
भोंसले	bhonsle
भूला	bhoola
भुमपल्ली	bhoompally
भूपालम	bhoopalam
भोपाल	Bhopal
भोरालखान	BHORALKHAN
भोसले	bhosale
भौमिक	bhoumik
भोवल	bhowal
भौमिक	bhowmik
भोये	bhoye
भूवनेश्वर	bhubaneswar
भुवनेश्वर	Bhubaneswar
बुद्धीश्रीगर्भ	bhuddisrigarbha
भुद्राजा	bhudraja
भुग्रा	bhugra
भुल्ला	bhulla
भुल्लर	bhullar
भुमा	bhuma
भुमेर	bhumer
भूंद,भूंड	BHUND
भुनिया	bhunia
भूप्पल	bhuppal
भुरे	bhure
भर्गारी	BHURGARI
भुरिया	bhuria
भुरिया	bhuriya
भूर्मकाय	bhurmakaya
भुषण	bhushan
भूटान	Bhutan
भुटिया	bhutia
भुत्ता,भुट्टा	BHUTTA
भुट्टो	Bhutto
भुबनेश्वरन	bhuvaneswaran
भुवल	bhuwal
भुयान	bhuyan
बीयालीसटोक	Bialystok
बियनकौ	Bianco
बिआउ	Biao
बिभेन्न	BIBHINN
बिभु	bibhu
बीबी	Bibi
बिकाकिक	Bicakcic
बिकेल	BICKEL
बिडा	Bida
बिदरी	bidari
बिडवेल	BIDDWELL
बिढुरी	bidhuri
बिदिकार	bidikar
बाएबर	BIEBER
बीएडन्कौफ	Biedenkopf
बिएलफेल्ड	Bielefeld
बिअन	Bien
बिग्गार	Biggar
बिग्ग्स	BIGGS
बिग्लर्	Bigler
बिगले	bigley
बिग्नल	BIGNALL
बिग्सबी	Bigsby
बिहार	bihar
बिहार	Bihar
बिजापुर	Bijapur
बिज्जम	bijjam
बिज्जार,बिज्जर	BIJJAR
बिज्जर्गी	bijjargi
बिजलानी	Bijlani
बिजुमल्ला	bijumalla
बिकानेर	Bikaner
बीकीला	Bikila
बिक्कुम्माला	bikkummala
बीको	BIKO
बिक्र	BIKR
बीला	Bila
बिलागी	bilagi
बीलाल	Bilal
बिलाल,बिलल	BILAL
बिलासपुर	bilaspur
बिलासपुर	Bilaspur
बिल्बाओ	Bilbao
बीलबाव	Bilbao
बिलबेस	Bilbays
बिल्ट	Bildt
बिलग्राम,बिलग्रम	BILGRAMM
बीलजना	Biljana
बिल	BILL
बिल्ला	billa
बिल्ला	BILLA
बिल्लानुका	billanuka
बिली	BILLIE
बिलिंग	BILLING
बिल्लिंग्स	Billings
बीली	BILLY
बिल्कीजं	BILQEES
बीलकीस	Bilqis
बिल्टन	BILTON
बिलवार	bilwar
विन	bin
बिन्दु	bindu
बिंग	Bing
बिंघम	Bingham
बिंग्लेइ,बिंग्ली	BINGLEY
बिनमसूद	BinMasud
बिनमौद	BinMaud
बिन्नी	Binney
बीन्यामीन	Binyamin
बिंजंोउ	Binzhou
बाइर्न,ब्योर्न	Biorn
बिपिन	bipen
विर	bir
बिरतनगर	Biratnagar
बाइर्ब्रे	BIRBRE
बर्च	Birch
बार्ड	BIRD
बिर्दी	birdi
बार्डी	BIRDIE
बर्डवेल	BIRDWELL
बिरेन	biren
बिर्गन्ज	Birganj
बर्ज	BIRJ
बिर्जान्ड	Birjand
बर्कबेक	BIRKBECK
बिरला	birla
बिर्मी	birmi
बार्मींहाम	Birmingham
बर्नेइ	Birney
बर्नी	Birnie
बर्थलर्	Birthler
विरुआ	birua
बिरुनी	Biruni
बिरयूकॉव	Biryukov
बिषोफ	BISCHOFF
बिसेन	bisen
बिश्केक	Bishkek
बिशप	BISHOP
बीश्र	Bishr
बिश्ट	bisht
बिशू	bishu
बिसी	bisi
बिस्का	biska
बिस्करा	Biskara
बिस्काइ	Bisky
बिस्ला	bisla
बिस्मिल	Bismil
बेसमिल	BISMIL
बीसमील्लाह	Bismillah
बिस्मथ	bismuth
बिस	BISS
बिसस्सउ	Bissau
बिस्सेट्ट,बिसेट	BISSETT
बिस्ट	bist
बिस्वाल	biswal
बिश्वास	biswas
बिट्टु	bittu
बिटंग	Bitung
बिवु	Biwu
बिक्सबी,बिक्सबाइ	Bixby
बियस्क	Biysk
बिय्यपु	biyyapu
बिजंेर्ट	Bizerte
बीजेआरएन	Bjrn
बीजेआरएन	Bj५rn
ब्ला	BLA
ब्लेक	BLACK
ब्लेकेड्डर्	BLACKADDER
ब्लाकबर्न	Blackburn
ब्लैकबार्न	BLACKBURN
ब्लेकबर्न	BLACKBURN
ब्लेकमैन	Blackman
ब्लेकमन	Blackmon
ब्लाकपूल	Blackpool
ब्लैकवेल	BLACKWELL
ब्लेकउड	Blackwood
ब्लैन	Blain
ब्लेन	BLAINE
ब्लेयर	BLAIR
ब्लैर	BLAIR
ब्लेज	blais
ब्लैसडेल	Blaisdale
ब्लैज	Blaise
ब्लेक	BLAKE
ब्लेकी	BLAKEY
ब्लैंक	Blanc
ब्लांक	BLANCH
ब्लैंकार्ड	BLANCHARD
ब्लानकर्ड	BLANCHARD
ब्लैंक	Blanche
ब्लांको	blanco
ब्लंड	Bland
ब्लानी	Blaney
ब्लांक	Blank
ब्लैंकेनशिप	BLANKENSHIP
ब्लांकिनशिप	BLANKINSHIP
ब्लंटन	Blanton
ब्लांटायर	Blantyre
ब्लेन्जी	blanzy
ब्लास	Blas
ब्लसीयस	Blasius
ब्लाउवेल्ट	Blauvelt
बीएल	Blcher
ब्लेड्सौ	Bledsoe
ब्लीकर्	Bleecker
ब्लीकर्	Bleeker
ब्लेन्काओ	BLENCOW
ब्लेन्कौव्	BLENCOWE
ब्लेवीनस	BLEVINS
ब्लिडा	Blida
ब्लाईह्	BLIGH
ब्लिघ	BLIGHE
ब्लिन	Blin
ब्लिंट	BLINT
ब्लिस्स	Bliss
ब्लिटर	Blitar
ब्लॉक	Block
ब्लोइम्फोंटीन	Bloemfontein
ब्लोंड,ब्लांड	Blond
ब्लड	Blood
ब्लूम	Bloom
ब्लोस्स	Bloss
ब्लाउच	BLOUCH
ब्लाउंड	Blound
ब्लाउंट	Blount
ब्लू	Blue
ब्लमेन	Blumenau
ब्लुमेंथल	Blumenthal
ब्लुंडेल,ब्लंडेल	Blundell
ब्लाई	bly
ब्लिथ	BLYTH
बेनडिक्ट	BNDICTE
बो	Boa
बाँब	bob
बॉब	BOB
बोबेड	bobade
बोब्बा	bobba
बॉबी	BOBBIE
बब्बीली	bobbili
बॅबी	BOBBY
बोबो	Bobo
बोबो	BOBO
बोच्कर	bochkar
बोचुम	Bochum
बोडा	boda
बोडानी	bodani
बोडांकि	bodanki
बोदापति	bodapati
बोदास	bodas
बोद्धीधर्मा	boddhidharma
बोड्डु	boddu
बोड्डुलुरी	bodduloori
बोड्डुपल्ली	boddupalli
बोडे	bode
बोडमन	BODEMAN
बोडेन,बोडन	BODEN
बोडेपुडी	bodepudi
बोडाइन	Bodine
बोड्कइ	bodkai
बोडखे	bodkhe
बोड्ला	bodla
बोड्ला	BODLA
बोड्ली	Bodley
बोगा	boga
बोगावत	bogawat
बॉग्डानॉव	Bogdanov
बोगेला	bogela
बोगवरपु	boggavarapu
बाग्ग्स	BOGGS
बोगोर	Bogor
बोगोरा	Bogora
बोगोटा	Bogota
बोगरा	Bogra
बोग्यू	Bogue
बोहम	BOHAM
बोहिकोन	Bohicon
बोहरा	bohra
बोहरे	bohre
बोएनपल्ली	boinapalli
बोइसी	Boise
बोज्जा	bojja
बोज्जापल्ली	bojjapalli
बोज्नुर्ड	Bojnurd
बोकारो	Bokaro
बोखारी	BOKHARI
बोलाजी	BOLAJI
बोलेंड	BOLAND
बोल्डन	Bolden
बोल्ड्थाउस	BOLDTHAUS
बुलगर	bolger
बोली	boli
बोलिंगब्रोक	Bolingbroke
बोलिसेट्टी	bolisetty
बोलिविआ	Bolivia
बोल्जा	bolja
बोल्ला	bolla
बोल्लापल्ली	bollapalli
बोल्लावरम	bollavaram
बोल्लिनेनी	bollineni
बोल्लीनी	bollini
बल्लु	bollu
बोलनेनी	bolneni
बोलोग्ना	Bologna
बोल्स्टर्	Bolster
बोल्टिंहाउजं	BOLTINGHOUSE
बोल्टन	Bolton
बोल्टान	BOLTON
बोल्ज	Bolz
बोम	Boma
बोमानी	BOMANI
बोम्मा	bomma
बोम्माइ	bommai
बोम्माइहा	bommaiah
बोम्मकान्ती	bommakanti
बोम्मार्थी	bommarthi
बोम्मीनानी	bomminani
बोम्मीनेनी	bommineni
बोम्मीसेट्टी	bommisetti
बोमपल्ली	bompalli
बोनगिरि	bonagiri
बोनम	bonam
बोनार	Bonar
बॉन्ड	BOND
बोनधे	bondhe
बांड्स	BONDS
बांग	Bong
बान्हाम,बान्हम	BONHAM
बोनिफेस	BONIFACE
बोनिल्ल	Bonilla
बोन्जानी	bonjani
बोन्न	Bonn
बोनेर	Bonner
बोनर	BONNER
बॉन्नेट	Bonnet
बनी	BONNY
बोनोमी	Bonomi
बोंटैंग	Bontang
बान्टेकू	Bontecou
बोन्थु	bonthu
बोन्थुल	bonthula
बोनु	bonu
बूकर	BOOKER
बौमी	boomi
बून	BOONE
बूरमोह्द	BOORMOHD
बूसा	boosa
बूटीखान	BOOTEYKHAN
बूथ	BOOTH
बोपराइ	boparai
बोप्चे	bopche
बोप्पना	boppana
बोप्पुडंी	boppudi
बोप्पुना	boppuna
बोरा	bora
बोराव्के	boravke
बोर्डिउक्स	Bordeaux
बर्डोलोइ	bordoloi
बॉरेन	BOREN
बॉर्ग	Borg
बोरगोहाँइ	borgohain
बोरिचा	boricha
बॉरिकॉव	Boricov
बोरिस	BORIS
बॅरीस्लाव	Borislav
बोरिसोव	Borisov
बोरिसोविच	Borisovich
बोर्कार	borkar
बोर्काटेक	borkataky
बोर्कोटोकी	borkotoky
बोर्लेंड	Borland
बोरो	Boro
बोरोल	borole
बोरौह	borooah
बोरयागारी	borrayagari
बोरुजेर्ड	Borujerd
बोरुसु	borusu
बोस्कावेन	Boscawen
बोष्	BOSCH
बॉस्को	bosco
बोस्को	Bosco
बोस	bose
बोसेदा	BOSEDA
बोशन	Boshan
बोसिक	Bosic
बोसले	Bosley
बोसनिआ	Bosnia
बौसी	Bossi
